t,err_weighted
22.119836,0.079983
22.139853,0.076018
22.159694,0.204761
22.179721,0.090653
22.199633,0.036662
22.219819,0.045377
22.239715,0.053309
22.259704,0.038616
22.279561,0.039110
22.300135,0.052795
22.319701,0.057728
22.339866,0.058454
22.359837,0.065704
22.380019,0.067492
22.399871,0.099234
22.420006,0.103978
22.439822,0.166920
22.460030,0.209035
22.479779,0.200392
22.499880,0.165394
22.519918,0.142002
22.539918,0.116361
22.560034,0.081501
22.579851,0.048228
22.599716,0.025836
22.619883,0.013047
22.639632,0.080029
22.659890,0.077804
22.679665,0.115763
22.699873,0.102610
22.719938,0.097949
22.739831,0.125244
22.760044,0.109516
22.779739,0.056216
22.799587,0.070491
22.819929,0.103274
22.839649,0.109967
22.859988,0.107206
22.880027,0.107045
22.899794,0.105615
22.919768,0.187036
22.939783,0.246351
22.959694,0.164607
22.979903,0.129876
22.999915,0.131429
23.019772,0.155948
23.039685,0.167131
23.059681,0.183802
23.079613,0.174674
23.100034,0.104989
23.119957,0.089508
23.139942,0.107728
23.160029,0.114927
23.179965,0.084696
23.199822,0.037418
23.219732,0.134175
23.239973,0.079951
23.259942,0.088427
23.279711,0.172014
23.300011,0.205543
23.319967,0.173108
23.339736,0.151783
23.359868,0.107432
23.379657,0.070728
23.399644,0.086682
23.419977,0.087180
23.439828,0.071822
23.460156,0.060892
23.479995,0.065131
23.499814,0.066040
23.520218,0.069744
23.539995,0.071639
23.559959,0.076315
23.580099,0.075623
23.600002,0.074815
23.619603,0.076883
23.639652,0.079372
23.659684,0.084888
23.679604,0.097913
23.699831,0.102794
23.719776,0.085290
23.739843,0.122282
23.759873,0.118304
23.779865,0.124114
23.799943,0.123962
23.820051,0.114536
23.839626,0.051172
23.859993,0.184042
23.879999,0.335929
23.900022,0.271861
23.919804,0.341590
23.939736,0.197445
23.959649,0.146626
23.979880,0.142582
24.000063,0.138780
24.019845,0.152974
24.039827,0.155033
24.059929,0.137123
24.079748,0.069365
24.099659,0.331744
24.120065,0.346660
24.140164,0.358605
24.159840,0.351567
24.179666,0.309195
24.199767,0.273819
24.219728,0.189019
24.239732,0.122293
24.260094,0.066850
24.279753,0.030800
24.299724,0.079649
24.319756,0.117833
24.339705,0.148157
24.359630,0.165219
24.379914,0.186140
24.400045,0.314846
24.419555,0.299372
24.439606,0.279265
24.459939,0.274200
24.479822,0.199971
24.499797,0.192684
24.519692,0.210973
24.539776,0.211024
24.559929,0.183618
24.580038,0.159526
24.599720,0.151752
24.620077,0.167722
24.639790,0.188936
24.659827,0.208948
24.679770,0.226198
24.699734,0.161140
24.719662,0.172568
24.739575,0.332573
24.759980,0.408348
24.779832,0.292364
24.799950,0.265369
24.819998,0.244027
24.839766,0.211187
24.859961,0.169224
24.879806,0.157684
24.899653,0.208217
24.919851,0.238318
24.939902,0.276167
24.959940,0.297975
24.980182,0.316474
25.000031,0.354767
25.019777,0.446945
25.039848,0.608968
25.059750,0.482336
25.079852,0.532105
25.099690,0.580031
25.119649,0.520437
25.139910,0.414785
25.159806,0.316558
25.179922,0.210914
25.199727,0.129708
25.219722,0.158585
25.239773,0.210780
25.259677,0.245810
25.279669,0.272029
25.299923,0.271516
25.319776,0.278188
25.339660,0.423890
25.360009,0.359522
25.379844,0.334640
25.399630,0.228860
25.419995,0.198675
25.439760,0.182778
25.459562,0.156494
25.479956,0.105756
25.499845,0.056660
25.519730,0.046181
25.539833,0.046959
25.559822,0.039890
25.579781,0.044946
25.600174,0.066822
25.619962,0.117993
25.640088,0.168999
25.660152,0.177493
25.679972,0.164604
25.699979,0.160329
25.720009,0.193252
25.739784,0.204707
25.760074,0.183604
25.779731,0.161078
25.799971,0.158184
25.819707,0.170659
25.839618,0.179134
25.859785,0.184927
25.879710,0.108407
25.900052,0.144801
25.919681,0.189948
25.939941,0.203116
25.959663,0.092581
25.979639,0.268024
25.999897,0.257077
26.020032,0.234601
26.039853,0.191896
26.059731,0.141194
26.079901,0.109343
26.099776,0.081427
26.119667,0.068531
26.139735,0.118833
26.159709,0.159888
26.179845,0.178723
26.199963,0.217825
26.219758,0.275859
26.239760,0.473123
26.259716,0.414538
26.279713,0.275798
26.299678,0.186694
26.319968,0.139007
26.339670,0.075997
26.359894,0.073559
26.379653,0.046324
26.399633,0.064963
26.419937,0.095835
26.439818,0.110879
26.459681,0.128145
26.479681,0.122133
26.499733,0.114722
26.519908,0.196876
26.539859,0.139446
26.559632,0.065812
26.579784,0.106623
26.599594,0.171593
26.619985,0.133320
